pid,gender,age,education,employment,income,car_own,home,dest1,purp1,mode1,time1,dest2,purp2,mode2,time2,dest3,purp3,mode3,time3,dest4,purp4,mode4,time4,dest5,purp5,mode5,time5
591,1: male,36.0,2: high school,4: active,2: 750-1500,1: yes,5.0,1,1: work,4: train,7,5,2: return home,4: train,15,,,,,,,,,,,,
592,0: feamale,53.0,4: master or phd,4: active,3: 1500-2500,1: yes,18.0,1,1: work,4: train,7,18,2: return home,4: train,19,,,,,,,,,,,,
593,0: feamale,24.0,2: high school,3: student,0: no income,1: yes,25.0,3,3: education,4: train,10,2,4: market,4: train,11,31.0,7: other,4: train,19.0,25.0,2: return home,4: train,4.0,1.0,5: recreation,4: train,11.0
594,1: male,31.0,4: master or phd,4: active,3: 1500-2500,1: yes,35.0,35,1: work,1: car,9,35,5: recreation,1: car,17,35.0,2: return home,1: car,22.0,,,,,,,,
595,0: feamale,52.0,2: high school,4: active,2: 750-1500,1: yes,32.0,32,5: recreation,7: walk,6,36,1: work,3: bus,6,,,,,,,,,,,,
596,1: male,63.0,2: high school,4: active,2: 750-1500,1: yes,36.0,36,4: market,1: car,9,36,6: service,1: car,7,36.0,2: return home,1: car,11.0,,,,,,,,
597,0: feamale,28.0,3: bachelor,4: active,1: 750 or less,1: yes,35.0,22,1: work,1: car,8,35,2: return home,1: car,19,,,,,,,,,,,,
598,0: feamale,26.0,3: bachelor,4: active,1: 750 or less,1: yes,25.0,7,1: work,2: taxi,6,25,2: return home,4: train,15,,,,,,,,,,,,
599,0: feamale,19.0,4: master or phd,4: active,1: 750 or less,1: yes,35.0,22,1: work,3: bus,6,35,2: return home,3: bus,16,35.0,4: market,7: walk,18.0,1.0,5: recreation,1: car,21.0,,,,
600,0: feamale,55.0,3: bachelor,1: inactive,2: 750-1500,1: yes,1.0,1,5: recreation,2: taxi,20,1,5: recreation,2: taxi,20,,,,,,,,,,,,
601,0: feamale,58.0,3: bachelor,4: active,2: 750-1500,1: yes,19.0,19,1: work,1: car,10,19,1: work,1: car,10,19.0,7: other,1: car,18.0,19.0,2: return home,1: car,14.0,19.0,4: market,1: car,14.0
602,,,,,,0: no,29.0,29,7: other,3: bus,6,33,4: market,8: escooter,2,,,,,,,,,,,,
603,1: male,22.0,4: master or phd,3: student,1: 750 or less,1: yes,8.0,8,7: other,3: bus,19,8,3: education,4: train,8,8.0,5: recreation,2: taxi,22.0,,,,,,,,
604,0: feamale,52.0,3: bachelor,4: active,,1: yes,30.0,24,1: work,1: car,7,30,2: return home,1: car,14,,,,,,,,,,,,
605,1: male,41.0,4: master or phd,4: active,,1: yes,7.0,1,5: recreation,4: train,14,7,2: return home,3: bus,17,,,,,,,,,,,,
606,0: feamale,53.0,3: bachelor,1: inactive,2: 750-1500,1: yes,18.0,18,7: other,4: train,11,7,6: service,4: train,11,,,,,,,,,,,,
607,1: male,75.0,2: high school,1: inactive,2: 750-1500,1: yes,35.0,18,4: market,1: car,12,18,7: other,1: car,10,,,,,,,,,,,,
608,1: male,49.0,4: master or phd,4: active,3: 1500-2500,0: no,1.0,22,1: work,4: train,10,1,2: return home,4: train,19,,,,,,,,,,,,
609,1: male,37.0,3: bachelor,4: active,,1: yes,16.0,1,1: work,4: train,8,16,2: return home,4: train,18,,,,,,,,,,,,
610,0: feamale,36.0,3: bachelor,4: active,,1: yes,11.0,32,1: work,1: car,9,11,2: return home,1: car,15,,,,,,,,,,,,
611,0: feamale,53.0,3: bachelor,4: active,,1: yes,28.0,28,1: work,1: car,10,28,2: return home,1: car,19,,,,,,,,,,,,
612,1: male,21.0,4: master or phd,4: active,,1: yes,12.0,22,4: market,1: car,9,1,5: recreation,1: car,18,,,,,,,,,,,,
613,1: male,25.0,3: bachelor,2: unemployed,0: no income,1: yes,26.0,26,5: recreation,7: walk,21,12,5: recreation,3: bus,21,,,,,,,,,,,,
